kozterulet;hosszusag;szelesseg;funkcio
Tőzsér utca;4,9;4,5;nappali
Kanális utca;1,1;1,3;WC
Kincseshegy utca;2,4;2,9;fürdőszoba
Borbála utca;3,2;3,5;kamra
Bornemissza utca;3,5;2;kamra
Kormosalma utca;4;4,2;háló
Éger utca;2,4;3,3;fürdőszoba
Unokakert utca;2,7;2,6;háló
Pósa utca;5,7;4;konyha
Mazsola utca;5;4,6;konyha
Fenyő utca;4,5;4,3;háló
Kórház utca;3,6;3,1;háló
Nagyrét utca;3,6;4,9;konyha
Perczel Mór utca;3,4;3,5;háló
Parittya utca;1,8;1,5;kamra
Gyergyó utca;1,2;1,1;kamra
Czibula utca;2,4;5,6;konyha
Hell Miksa utca;2,2;2,8;fürdőszoba
Emese utca;1,3;1,6;erkély
Nagybotos utca;4,1;2,3;háló
Fonógyári út;2;3,5;háló
Ostoros utca;2,7;2,9;erkély
Átrium köz;2,3;3;fürdőszoba
Határőr utca;3,4;2,9;fürdőszoba
Rahói utca;2,6;2,6;fürdőszoba
Tábornok utca;2,9;2,5;háló
Pósa utca;3,9;4,5;háló
Kormorán utca;3,7;4;háló
Richter Gedeon utca;4,1;3,6;háló
Kövirózsa utca;3,1;3,8;fürdőszoba
Nagyfekete út;2,9;4,3;háló
Gilice köz;3,5;2,7;konyha
Basahíd utca;2,9;2,4;háló
Nárcisz köz;2,5;4,9;háló
Kondoroskert utca;3,4;3,1;háló
Kincseshegy utca;1,3;1,1;WC
Vigadó tér;2,9;3,8;konyha
Csörlő utca;2,7;2,9;fürdőszoba
Maklári út;3,9;4,4;háló
Tölgy utca;2,9;4,4;fürdőszoba
Felhő utca;3,2;3,5;háló
Templom köz;3;2,9;háló
Kisszőlő utca;2,9;3,3;háló
Zsolnai utca;3,7;3,7;nappali
Dorogi utca;2,7;2,2;erkély
Lenkei János utca;3,5;3,3;fürdőszoba
Nagyecsed utca;5,1;4,8;konyha
Szilánk köz;2,3;3,2;konyha
Hatvan utca;4,6;3,8;háló
Jáger utca;1,4;1,4;WC
Körtvélyes utca;2,4;3,3;fürdőszoba
Bacsó Béla utca;5,9;5,6;nappali
Mayer Miklós utca;2,3;3,8;fürdőszoba
Nyárád utca;4,5;4,9;háló
Tegzes utca;3,8;2,2;konyha
Zsombolyai utca;3,7;2,4;háló
Part út;2,4;2,6;konyha
Széperdő utca;4,1;4,8;nappali
Vág utca;2,7;4,4;háló
Lőcsei utca;3,8;3,9;konyha
Bornemissza utca;3,3;4,9;háló
Pesti utca;2,5;2,2;terasz
Patak utca;2,4;2,8;fürdőszoba
Nagy-Eged utca;2,2;2,6;dolgozószoba
Nagyfekete út;3,2;3,8;terasz
Kontyvirág utca;1,1;1,9;erkély
Dorottya utca;3,1;2,2;háló
Pósa utca;3,5;3,4;háló
Só utca;2;2,7;fürdőszoba
Vág utca;4,2;3,1;konyha
Kisfenyves utca;4;4,8;háló
Külüs köz;4,1;4,3;nappali
Nagybecskereki utca;4,3;5,7;konyha
Hortenzia utca;1,5;1,4;kamra
Harangos utca;4,3;3,5;háló
Bocskai utca;4,2;3,8;fürdőszoba
Dévai utca;2,6;2,2;fürdőszoba
Acél utca;4,9;2,5;fürdőszoba
Parittya utca;3,6;3,4;terasz
Pesti utca;6,2;7;nappali
Vadszőlő utca;3,9;2,6;fürdőszoba
Knézich Károly utca;6,6;6,4;nappali
Vág utca;6,5;4,3;nappali
Szentiváni dűlő;3,3;3,7;kamra
Nyilassy utca;2,2;2;gardrób
Hattyú utca;2,8;3,7;háló
Dalos utca;2,2;1,7;erkély
Tóparti út;6,1;6,3;nappali
Ady park;2,1;2,5;fürdőszoba
Szentiváni dűlő;1,6;1,7;WC
Bodrog utca;5,4;4,2;nappali
Kolónia utca;2,5;4,1;konyha
Vág utca;2,7;1,6;kamra
Szélpart utca;4,3;4,3;konyha
Vető utca;4,2;4,7;konyha
Monostorerdő köz;4,2;4,5;nappali
Tyukod utca;5,1;3,7;nappali
Kétmalom utca;2,5;3;háló
Tas utca;2,7;2,4;fürdőszoba
Kard utca;4,8;2,9;háló
Kinizsi utca;3,8;3,2;fürdőszoba
Kisszőlő utca;3,6;4,4;háló
Völgyérhát utca;3,3;2;kamra
Panoráma tér;2,9;2,7;dolgozószoba
Palotás utca;2,9;2,7;dolgozószoba
Bornemissza utca;2,1;3,5;terasz
Csobánka utca;2,4;2;konyha
Völgyalja utca;0,9;0,9;kamra
Lévai Béla utca;5;5,1;nappali
Ungvár utca;3,9;3,9;háló
Medok utca;3,6;4,3;háló
Nagyecsed utca;3,1;3,5;terasz
Berlini körút;3,4;2;konyha
Bánki Donát utca;4;2,5;konyha
Pelyva utca;5;3,8;nappali
Tündérhegy utca;1,3;1,2;WC
Kálmos utca;3;3,1;háló
Arató utca;3,1;2,3;fürdőszoba
Tündérhegy utca;3,6;3;háló
Szitás utca;1;1,8;WC
Thomas Mann utca;2,1;1,1;erkély
Házgyári út;3,5;4,6;nappali
Fokos utca;2,3;3,1;háló
Kövirózsa utca;3,1;3,7;konyha
Só utca;2,4;3,6;háló
Törő utca;3,5;2,7;háló
Öthalom utca;1,3;1,9;kamra
Bondorhát utca;4,7;4,9;nappali
Gyimesi utca;2,4;2,4;fürdőszoba
Háló utca;0,8;0,8;kamra
Otthon utca;1,3;1,2;WC
Lomnici utca;3,7;3,5;háló
Föltámadás utca;3,5;3,4;háló
Dohánykert utca;3,3;3,3;háló
Dorogi utca;4,1;2,9;konyha
Vöcsök utca;2,8;2,5;háló
Nagykőporos út;2;2,3;dolgozószoba
Apafi utca;1,1;1,3;WC
Olajfa utca;3,1;4,5;háló
Mandula utca;3,8;2;háló
Vaskapu utca;3;2;erkély
Széperdő utca;2,3;3,4;fürdőszoba
Szarvas tér;2,8;4;dolgozószoba
Basahíd utca;5;4,5;nappali
Görgény utca;4,3;4,4;háló
Papzug utca;3,3;3,8;fürdőszoba
Nagyfekete út;4,5;2,2;fürdőszoba
Vértanú utca;1,8;1,2;WC
Só utca;3,7;3,5;háló
Vályogos utca;3,9;3,1;dolgozószoba
Richter Gedeon utca;2,5;4,2;háló
Gyékényesi út;5,9;4,5;nappali
Figyelőhalmi út;3,2;2,9;háló
Vág utca;3,3;2,7;terasz
Aranylile utca;2,4;2,6;fürdőszoba
Szikigyakor utca;2,8;3,3;háló
Éva utca;1,3;1,2;erkély
Fagyal utca;2;2,3;gardrób
Kút utca;1,8;1,4;kamra
Törő utca;4,4;4,5;nappali
Toldás köz;1,8;1,2;WC
Tizeshonvéd utca;2,3;2,8;fürdőszoba
Tóth Árpád utca;2,2;1,8;gardrób
Telep utca;4,1;5,4;nappali
Küküllői utca;4,1;4,4;háló
Erdőstarcsa utca;1,5;2,2;erkély
Ősz utca;2,9;3,4;háló
Bokros utca;4,7;4,8;nappali
Vénusz utca;3,8;2,4;mosókonyha
Csertő utca;1,3;1,6;erkély
Tinódi utca;3,6;2,6;háló
Makó utca;4;3,7;háló
Lomnici utca;2,2;3,2;dolgozószoba
Kartács utca;1,6;2,1;gardrób
Mályva utca;3,8;4,4;háló
Székhalom köz;2,9;3,5;háló
Piac utca;4,7;4,4;nappali
Palotás utca;2,5;3,8;mosókonyha
Csörsz utca;1,7;1,8;erkély
Debreceni út;1,4;1,4;WC
Piac utca;0,8;0,9;kamra
Verőszala utca;1,7;1,9;WC
Sándorfalvi út;3;3;erkély
Janicsár utca;3,8;4,5;nappali
Szeremlei utca;1,2;1,5;WC
Felsőpércsi utca;1,4;1,1;WC
Bán utca;3,7;3,4;háló
Szérűskert utca;6;4,1;nappali
Berlini körút;2,7;2,9;háló
Kinizsi Pál utca;5,9;4,6;nappali
Nárcisz utca;3;3,5;dolgozószoba
Szeremlei utca;2,5;2;fürdőszoba
Liget utca;2,4;3;fürdőszoba
Déri tér;3,8;3,5;háló
Tóparti út;1,8;1,7;WC
Káka utca;4,9;4,6;nappali
Lovarda utca;3,2;3,5;háló
Pék utca;1,1;1,2;WC
Sziget utca;2,6;2,5;dolgozószoba
Hatvan utca;3,4;2,3;dolgozószoba
Harkály utca;3,4;2,2;dolgozószoba
Havasigyopár utca;3,6;4,2;háló
Tanbánya út;4,9;3,7;konyha
Páfrány utca;3;3,1;háló
Akácfa utca;3,1;1,5;kamra
Bethlen Gábor utca;1;2,1;erkély
Dáni utca;3,9;2,5;konyha
Bethlen Gábor utca;3,9;2,8;dolgozószoba
Csereerdő utca;2,2;3;háló
Ady park;3,4;3,9;háló
Acél utca;2,2;2,5;erkély
Aranylile utca;3,2;3,8;háló
Erdészház utca;2,4;1,4;erkély
Kadét utca;3,1;4;háló
Holdsugár utca;2,3;1,6;erkély
Ív utca;3,1;3,7;háló
Bognár utca;2,6;3;fürdőszoba
Olajfa utca;2,8;2,9;erkély
Éva utca;1;0,8;kamra
Havasigyopár utca;1,3;1,2;WC
Palánták dűlő;0,8;0,9;kamra
Éva utca;2,5;2,9;háló
Zsolnai utca;3,3;2,5;konyha
Szikra utca;1,2;1,5;WC
Parittya utca;2,4;3,4;mosókonyha
Csapó utca;4,6;5,7;nappali
Torma utca;3,4;2,6;háló
Harcsa utca;3,1;3,2;háló
Balzsamfű utca;2,5;3,8;terasz
Mocsár utca;2,5;2,5;háló
Bondorhát utca;3,9;2,5;háló
Perczel Mór utca;1,4;2,4;erkély
Viola utca;3,6;3,7;nappali
Emese utca;3;3,3;háló
Dinnyés utca;7;6,4;nappali
Kórház utca;3,3;2,1;dolgozószoba
Gyertyaöntő utca;4;2,1;háló
Bánk bán utca;1,2;1;erkély
Arató utca;3,4;2,3;dolgozószoba
Föltámadás utca;3,6;2,5;dolgozószoba
Dohánykert utca;2,4;2,4;háló
Kefés utca;2,7;2,7;háló
Piroska tér;3,9;2,6;konyha
Rézvirág utca;3,9;3,5;háló
Merkúr utca;3,6;3,9;háló
Csörsz utca;3,8;3,5;konyha
Bihari utca;2,8;2,8;fürdőszoba
Hattyas utca;3,1;2,9;mosókonyha
Töhötöm utca;4,4;3,2;háló
Kecsege utca;3,8;3,7;háló
Margitvirág utca;1,8;1,6;WC
Szitás utca;3,2;4,9;fürdőszoba
Veresgyűrű utca;2,1;1,5;erkély
Medok utca;3,4;4,2;háló
Károli Gáspár utca;2,3;1,6;gardrób
Gombvirág utca;2,6;2,8;erkély
Völgyalja utca;3,2;3,3;konyha
Halasi utca;2,8;3,7;háló
Thomas Mann utca;3,4;2,8;háló
Odú utca;2;1,6;erkély
Szilánk köz;5,4;4,7;nappali
József Attila sugárút;3,5;3,5;konyha
Boglárka utca;2,6;2,6;fürdőszoba
Torma utca;1,7;2,2;gardrób
Panoráma tér;2,6;3,3;gardrób
Keszi utca;2,6;3;erkély
Kormorán utca;3;3;háló
Hungária utca;1,6;1,3;WC
Vető utca;3,3;1,6;kamra
Bocskai utca;2,3;2,1;dolgozószoba
Nyilassy utca;2,8;2,5;háló
Hungária utca;2;3,7;mosókonyha
Szérűskert utca;1,9;1,9;kamra
Csertő utca;3,3;4;dolgozószoba
Faraktár utca;4,3;4,1;háló
Fokos utca;4,1;5,9;nappali
Porcsin utca;3,7;3;háló
8. utca;3,8;2,8;háló
Mézeskard utca;1,4;1,3;WC
Pápai utca;2,9;3,9;háló
Gőz utca;2,7;2,6;fürdőszoba
Egyetem tér;3,1;2,9;háló
Bem utca;3,5;4,4;háló
Arad utca;3,6;4,3;háló
Tárnokfű utca;2,9;3;dolgozószoba
Faraktár utca;2,4;1,6;kamra
Földibodza utca;2,5;3,8;háló
Lakatgyár utca;3,9;2,6;konyha
Nagy Jenő utca;2,3;3,8;fürdőszoba
Csapó utca;1,3;2,6;erkély
Rózsamajor köz;2,7;3,3;háló
Csörsz utca;2,4;2,3;konyha
Szordasi út;3,5;2;konyha
Vécsey utca;1,9;1,6;WC
Karinthy Frigyes utca;3,3;3,9;kamra
Főző utca;4;3,3;dolgozószoba
Muskátli utca;4,7;6,3;nappali
Küküllői utca;5,2;4,3;nappali
Múzeum utca;4,9;2,7;háló
Kacagány utca;2;2,6;fürdőszoba
Szalmafonó utca;1;1,2;WC
Harkály utca;2,7;3,8;háló
Kádár utca;1,8;1,8;gardrób
Verseci utca;2,6;2,8;fürdőszoba
Mókus utca;4,8;5,2;nappali
Rózsavölgy utca;2,4;2,7;háló
Thomas Mann utca;1,5;1,2;WC
Szentmihályteleki utca;2,6;2,3;dolgozószoba
Olajfa utca;1,9;1,6;WC
Vályogos utca;4,1;4,4;fürdőszoba
Arany Sándor utca;3,6;3,8;fürdőszoba
Pisztácia utca;3,7;2,8;fürdőszoba
Gyimesi utca;2,5;4,2;háló
Mátyás király utca;3,8;3;kamra
Katicavirág utca;4;3,5;háló
Mátyás király utca;4,2;2,7;háló
Béke utca;3,7;3,5;nappali
Vásártér sor;1,3;1,8;WC
Kereskedő köz;3,5;2,1;konyha
Bihari utca;4,7;4,8;nappali
Nyitra utca;3,9;4;nappali
Part út;2,6;2,1;háló
Rozmaring utca;2,8;2;kamra
Leányszállás köz;2,3;3;konyha
Vágóhíd utca;4,1;3,1;háló
Csíz utca;1;1;kamra
Szitás utca;2,9;4,1;háló
Nagyecsed utca;1,8;1,2;WC
Trafó köz;4,1;6,8;nappali
Aranyosi utca;1,9;2,1;gardrób
Tyukod utca;3;2;konyha
Kút utca;1;1,2;WC
Bán utca;1,7;1,4;WC
Dévai utca;2,7;2,6;háló
Törő utca;1,5;1,7;gardrób
Gyimesi utca;2;1,1;WC
Hungária utca;4;4,7;háló
Szoboszlói út;2,7;3,1;háló
Úszó utca;3,8;2,7;konyha
Fenyőmag utca;2,7;2,5;terasz
Alkony utca;2,7;3,9;konyha
Éger utca;2,6;3,2;háló
Orsolya utca;4,3;3,4;háló
Fonatos utca;1,6;1,4;kamra
Havasigyopár utca;1,2;2,2;erkély
Díszlet utca;4,8;4,8;nappali
József Attila sugárút;3;3;háló
Öthalom utca;2,1;1,9;erkély
Páfrány utca;2,2;3,7;konyha
Mézeskalácsos utca;1,5;1,3;WC
Kormorán utca;6;5;nappali
Unokakert utca;3,1;2,7;háló
Lilla tér;2,4;2,7;fürdőszoba
Dió utca;2,7;1,5;erkély
Pisztácia utca;5,8;6,5;nappali
Ókút utca;1,1;2,2;erkély
Csipkebogyó utca;3,8;3,5;fürdőszoba
Kanális utca;3,7;2,1;fürdőszoba
Bulcsú utca;4,9;5,5;nappali
Május 1. utca;1,5;2,3;gardrób
Stadion utca;1,8;1,3;WC
Major utca;3,4;4,4;háló
Vajdahunyad utca;3;2;háló
Bocskai utca;2,7;3,6;kamra
Vadmálna utca;3,6;4,8;konyha
Zsák utca;0,8;0,9;kamra
Szentiváni dűlő;4,4;2,6;konyha
Platán utca;2,7;2,4;dolgozószoba
Szigony utca;5,7;4,5;nappali
Hortenzia utca;1,9;1,6;erkély
Törő utca;1,6;2;gardrób
Cser utca;2,3;2,5;háló
Rézmetsző utca;2,2;2;gardrób
Panda tér;2,8;3,3;háló
Bánk bán utca;2,3;2,1;fürdőszoba
Csipkebogyó utca;4,1;2,9;konyha
Kisszőlő utca;4;3,3;fürdőszoba
Bondorhát utca;2,8;2,7;fürdőszoba
Nagyecsed utca;4,6;2,9;háló
Tóth Árpád utca;2,1;3,2;háló
Liliomkert utca;3,2;2,8;kamra
Karinthy Frigyes utca;2,6;3,4;háló
Küküllő utca;1,3;1,3;WC
Gyergyó utca;4,9;5,2;nappali
Major utca;1,6;1,9;erkély
Boszorkányfű utca;3,9;3,2;háló
Dalos utca;2,6;2,5;fürdőszoba
Székhalom köz;4,2;3,6;háló
Zöldmező utca;1,3;1,9;WC
Erdőstarcsa utca;0,8;0,9;kamra
Lilla tér;2,4;2,9;konyha
Szeklice köz;1,8;1,6;gardrób
Almagyar köz;3,5;2,1;konyha
Nagybotos utca;1,4;1,4;WC
Pacsirta utca;4,2;3,9;nappali
Pöstyéni utca;3,3;2,3;fürdőszoba
Sípos köz;3,8;3,2;dolgozószoba
Keszi utca;4,7;2,1;fürdőszoba
Palánták dűlő;3,1;2,8;háló
Dolgos utca;2,1;3,5;háló
Merkúr utca;3,7;2,9;konyha
Mata János utca;2,5;2,9;gardrób
Hámfa utca;2,8;2,6;háló
Sesztina utca;2,7;2,9;fürdőszoba
Odú utca;2,4;2,5;fürdőszoba
Borbolya utca;3,7;3,9;háló
Küküllő utca;3,7;2,5;dolgozószoba
Bondorhát utca;2,8;4;dolgozószoba
Cinke utca;3,7;2,8;konyha
Tigér utca;3,8;2,6;háló
Pulz utca;2,8;2,5;fürdőszoba
Mészöly Géza utca;3,7;5,5;nappali
Huszár utca;3,4;3,9;háló
Fenyőmag utca;4,3;5;háló
Szérűskerti sor;2,7;3,6;háló
Körtvélyes utca;2,4;4,5;háló
Felsőpércsi utca;2,5;3,5;háló
Kisfenyves utca;2,1;3,6;mosókonyha
Kisvölgy utca;1,8;1,9;gardrób
Cser utca;1,1;1,1;WC
Cséplő utca;3,4;2,5;háló
Orsolya utca;2;3,3;dolgozószoba
Kaszás utca;4,3;2,8;háló
Ív utca;1;1,2;WC
Regina utca;4,1;4;háló
Bulcsú utca;5,4;5,6;nappali
Honvéd utca;0,9;1;kamra
Pitypang utca;4;4,7;háló
Pisztácia utca;3,9;3,9;kamra
Erdészház utca;3,2;3;háló
Gesztenyési út;3,1;4,7;háló
Trencsén utca;5,9;4,9;nappali
Kölcsey Ferenc tér;2,3;2,3;fürdőszoba
Olajfa utca;2,8;1,7;kamra
Berlini körút;3,3;2,2;gardrób
Pákász utca;3,9;2,9;háló
Martinovics utca;2,1;2,1;gardrób
Harsona utca;3,6;3,5;dolgozószoba
Arató utca;2,4;3,8;háló
Legátus utca;2,6;2,9;háló
Bán utca;3,6;3,9;háló
Gombvirág utca;5,6;4,2;nappali
Malajdok út;2,4;3,6;háló
Vadszőlő utca;2,4;3,5;dolgozószoba
Ajtony köz;4,3;5,6;nappali
Ungvár utca;3,7;3,9;háló
Csikós utca;2,3;4,2;háló
Késmárk utca;2,1;4,3;háló
Ormós Lajos utca;2,1;3,9;háló
Hatvan utca;4,5;3,1;fürdőszoba
Rózsavölgy utca;3,5;3,7;háló
Bocskai utca;2,9;3,9;konyha
Átrium köz;3,2;3,1;fürdőszoba
Bartók Béla tér;4,5;4,6;konyha
Mocsáry Lajos utca;2,5;2,4;terasz
Vályogos utca;1,5;1,5;WC
Kisszőlő utca;3,9;5;nappali
Tóth Árpád utca;2,2;4,3;háló
Vadrózsa sor;2,5;3,3;dolgozószoba
Guti utca;3,3;4,2;háló
József Attila sugárút;4,6;4,2;háló
Cséplő utca;2,8;2,3;fürdőszoba
Petresi utca;3,5;4,1;háló
Balabás utca;3,6;4;háló
Rétikanyar utca;3,5;2,5;konyha
Tas utca;2,9;3,7;konyha
Kormorán utca;2,8;2,3;mosókonyha
Hadnagy utca;4;3,1;háló
Temesvári körút;1,9;1,7;WC
Pápai utca;3,5;3,4;fürdőszoba
Százados utca;2;1,8;WC
Fűzfa utca;1,7;1,1;kamra
Huszár utca;4,3;5,8;nappali
Diótörő utca;5,5;4,3;nappali
Sajó utca;5,5;4,4;nappali
Késmárk utca;4,1;2,3;háló
Kormosalma utca;3,7;4,6;háló
Boszorkánysziget utca;2,6;2,5;fürdőszoba
Múzeum utca;2,8;2,3;mosókonyha
Gábor Áron utca;2,4;2,7;fürdőszoba
Csipkebogyó utca;2,2;3,5;háló
Dicsőfi utca;2,6;2,8;fürdőszoba
Ókút utca;3,6;3,6;konyha
Vágóhíd utca;1,5;2,4;erkély
Nagyszéki út;3,9;3,5;háló
Pulz utca;2,4;2,4;gardrób
Szalmafonó utca;1,8;1,6;gardrób
Unokakert utca;2,3;3;fürdőszoba
Vásárhelyi Pál utca;4,4;4,5;nappali
Nagy-Eged utca;2,8;2,1;erkély
Törköly utca;1,9;1,7;WC
Gerle utca;3;3,6;fürdőszoba
Százados utca;4,5;3,6;háló
Hatvan utca;1,1;1,3;WC
Fecske köz;2,4;3,1;háló
Trafó köz;2,1;3,4;fürdőszoba
Szitás utca;3,2;3,3;terasz
Almagyar köz;3,1;2,9;háló
Kosbor köz;1,5;1,3;WC
Bokros utca;3,2;3,4;fürdőszoba
Haláp utca;3,7;3,7;konyha
Várad utca;2,4;2,2;gardrób
Ráchegy utca;4,2;4;háló
Torma utca;3,1;2,2;fürdőszoba
Nyárád utca;3,6;3,8;háló
Függetlenség utca;1,1;1,1;WC
Hatvan utca;3,2;2,6;kamra
Marostorok utca;1,6;2,8;erkély
Vadszőlő utca;1,7;2,4;gardrób
Kölcsey Ferenc utca;3,7;3,3;fürdőszoba
Olasz utca;3,1;2,6;háló
Vadmálna utca;2,1;4;terasz
Kádár utca;1,3;1,5;WC
Nyárád utca;2,6;3;mosókonyha
Mátyás király utca;3,4;4,4;háló
Külüs köz;2,1;3,1;fürdőszoba
Lámpás utca;2;2,4;fürdőszoba
Vadkerti tér;3,4;4,1;háló
Mata János utca;3,9;3,7;mosókonyha
Hegyköz utca;3,8;4,5;háló
Baltacin utca;2,2;2,4;dolgozószoba
Borbála utca;3,2;2,9;háló
Bárány utca;5,5;6;nappali
Kormorán utca;2,6;2,6;mosókonyha
Trencsén utca;2,1;2,1;gardrób
Aranyosi utca;1,6;2,6;erkély
Bordányi köz;1,1;1;WC
Szélső sor;3,3;3,5;háló
Arató utca;1,2;2,1;erkély
Harangos utca;2,1;1,9;gardrób
Fenyő utca;4,7;2,6;háló
Hortenzia utca;2,4;4,2;konyha
Kecsege utca;1;0,9;kamra
Arany János utca;2,5;2,5;háló
Szegfűszeg utca;3,4;2,3;konyha
Földibodza utca;1,3;1,1;WC
Papzug utca;3;2,1;dolgozószoba
Méhkas utca;1,4;1,3;WC
Acél utca;2,2;2,5;fürdőszoba
Hortenzia utca;2,6;2,1;dolgozószoba
Kondoroskert utca;3,7;4,8;háló
Déva utca;3,5;2,3;fürdőszoba
Trafó köz;3,4;4,9;konyha
Kefés utca;3;2,4;fürdőszoba
Trafó köz;3,5;2,9;dolgozószoba
Damjanich utca;2,1;2,9;háló
István út;2,6;2,9;fürdőszoba
Vadliba utca;3,8;4,1;háló
Pipóhegy utca;2;3,9;fürdőszoba
Szentiváni dűlő;4,9;4,1;háló
Tüzér utca;1,9;2;erkély
Kinizsi utca;3,2;2,5;dolgozószoba
Pápai utca;1,8;1,8;gardrób
Fenyőmag utca;4,5;3,6;fürdőszoba
Ostoros utca;2,9;2,9;erkély
Testvériség köz;4,1;4,2;háló
Méhkas utca;3,3;2,3;konyha
Kard utca;4;4,3;nappali
Tóth Árpád utca;4,5;4,2;háló
Patak utca;3;2,2;konyha
Törökverő utca;1,1;1,9;WC
Köteles utca;4;5;háló
Nagyhát utca;4,1;4,8;háló
Öreghegy utca;2,8;3,6;háló
Fenyő utca;4,1;5,1;konyha
Dorogi utca;4;5;fürdőszoba
Orsolya utca;3,6;4,5;háló
Herke utca;2,7;2,4;háló
Görgény utca;1,5;1,4;erkély
Ladik utca;1,5;2,3;erkély
Bajonett utca;3,8;2,8;háló
Kisbotos utca;1,8;2;gardrób
Olasz utca;3,3;2,1;háló
Házgyári út;1,5;1,3;WC
Zsák utca;2,2;1,9;erkély
Bognár utca;4,8;4,6;háló
Tas utca;3,4;2,9;háló
Hajnalcsillag utca;1;1,2;WC
Kertész utca;1,8;3;erkély
Nyugati sor;2,7;2,3;dolgozószoba
Törő utca;2,6;3,2;fürdőszoba
Május 1. utca;3,8;2,9;dolgozószoba
Tinódi utca;2,9;2,9;fürdőszoba
Pemetefű utca;2,3;2,6;erkély
Kisszőlő utca;3,8;2,5;háló
Népkert sor;5,1;5,3;nappali
Lehel utca;3,3;2,9;háló
Nyitra utca;1,1;1,4;WC
Nagyecsed utca;2;3;dolgozószoba
Otthon utca;0,9;0,9;kamra
Ív utca;4;6,6;nappali
Ostoros utca;1,4;1,9;WC
Merkúr út;3;2,8;konyha
Bethlen Gábor utca;2,5;2,4;háló
Küküllő utca;1,5;1,9;WC
Zárda utca;3;3,1;mosókonyha
Bokros utca;3;3,2;háló
Éger utca;1,8;3,9;kamra
Halastó utca;1,1;1,3;WC
Ingovány utca;1,9;1,7;WC
Benczúr Gyula utca;3,9;3,6;terasz
Apály utca;1,7;2;erkély
Mester utca;1,4;1,1;WC
Fenyő utca;3,8;5,4;konyha
Nagy Jenő utca;3,5;3;háló
Nyilassy utca;4;2,2;háló
Szatymazi utca;3,1;3;konyha
Sándorfalvi út;2,7;2,1;terasz
Knézich Károly utca;3,8;2,8;háló
Vág utca;2,3;2,6;mosókonyha
Fő tér;3,2;2,4;gardrób
Bocskai utca;5,4;4,3;nappali
Rahói utca;3;3;háló
Görgey utca;3,5;3,4;fürdőszoba
Madárkút utca;2,9;2,5;konyha
Szék utca;3,1;2;konyha
Nyárád utca;2,2;2,7;erkély
Mikepércsi út;3,8;3,3;dolgozószoba
Szoboszlói út;2,2;3;fürdőszoba
Keszi utca;6,9;6,2;nappali
Mézesbáb utca;3,8;4,7;fürdőszoba
Kartács utca;1,5;1,2;WC
Agyagos utca;2,9;4;háló
Baross utca;4;3,7;háló
Madár utca;3,6;2,6;háló
Vájáriskola utca;4,5;4,7;konyha
Herke utca;3,7;4,6;nappali
Báthori utca;5,6;5,4;konyha
Telep utca;2,5;3,9;fürdőszoba
Nyárfa utca;2,1;1,8;gardrób
Hattyú utca;2,6;2,2;fürdőszoba
Éva utca;3,2;2,7;konyha
Péterfia dűlő;4,9;3,8;konyha
Körtvélyes utca;1,9;1,5;erkély
Szalmafonó utca;3,7;2,8;dolgozószoba
Bányász utca;1;1,2;erkély
Szalmafonó utca;4,2;3;háló
Szitás utca;1,5;1,1;WC
Gyimes utca;4,7;4,7;nappali
Köteles utca;4,8;2,9;fürdőszoba
Knézich Károly utca;2,6;4,9;háló
Hatvan utca;3,3;5,6;konyha
Verőszala utca;4,6;4;fürdőszoba
Majdáni sor;2,7;2,5;háló
Kölcsey Ferenc tér;4,2;3,5;konyha
Papzug utca;3,4;4,2;háló
Merkúr utca;3,1;2,2;háló
Dózsa köz;2,4;2,3;háló
Kormorán utca;2;2,3;fürdőszoba
Kormorán utca;3,3;3,8;dolgozószoba
Mák utca;3,1;3,8;dolgozószoba
Vándor köz;4,6;3,3;konyha
Bokréta utca;1,5;1,4;WC
Nyilassy utca;2,9;3,5;fürdőszoba
Veres utca;2,8;5;konyha
Szentmihályteleki utca;3,6;2,8;konyha
Pulz utca;5,8;5,3;nappali
Sármás utca;2,9;2,9;háló
Szőlő utca;2,1;3,1;háló
Törő utca;2,8;2,8;fürdőszoba
Szilánk köz;1,1;1,7;WC
Szék utca;3,6;2,4;dolgozószoba
Nagyhát utca;3,8;5,1;konyha
Szentmihályteleki utca;3,2;2,8;háló
Bulcsú utca;3,5;3,1;fürdőszoba
Nagy Jenő utca;2,2;3,4;háló
Szigony utca;3,9;4;háló
Iparkamara utca;3,5;3,9;háló
Küküllő utca;2;3,2;fürdőszoba
Koszorú utca;4,8;3,9;nappali
Harangos utca;1,3;2;erkély
Károli Gáspár utca;2;1,4;kamra
Tábornok utca;2,9;3,9;konyha
Zöldmező utca;4,5;6,8;nappali
Közép fasor;1,3;1,3;WC
Csikós utca;2,5;1,4;erkély
Szikra utca;2,7;2,3;dolgozószoba
Öreghegyi utca;2,6;3,8;fürdőszoba
Kisvasút sor;3,6;4,6;háló
Gomba utca;3,6;2,8;mosókonyha
Józsakert utca;2,2;1,6;gardrób
Zsindely utca;2,2;2,7;fürdőszoba
Múzeum utca;3,4;2,6;kamra
Kard utca;2,5;3,2;gardrób
Kisszőlő utca;3,7;2,1;fürdőszoba
Síp utca;4,6;4,7;háló
Só utca;2,7;2,1;fürdőszoba
Pesti utca;1,2;1,8;WC
Vöcsök utca;5,8;5,8;nappali
Hegyköz utca;1,2;1,3;WC
Nagyecsed utca;2,6;4,6;háló
